parameter_id,JAX_OFD_017_001
analysis_id,ox5wgk7xu17ldy2
gene_accession_id,MGI:109128
parameter_name,Center average speed
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.3275751
gene_symbol,Hnf4a
