gene_symbol,Hpca
mouse_life_stage,Middle aged adult
analysis_id,4e0x8pr45215714
parameter_id,MGP_MLN_063_001
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.1656183
parameter_name,Total ab T cells - % of CD45+
