parameter_id,HMGULA_CBC_015_001
analysis_id,yync19x8v1943ek
pvalue,0.9872249
parameter_name,Total cholesterol
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Tubb4b
gene_accession_id,MGI:1915472
