parameter_id,MGP_CSD_064_001
mouse_strain,C57BL
parameter_name,Head morphology
pvalue,0.3746239
analysis_id,47i2p3k3l01v0x8
gene_symbol,Snap23
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
