parameter_id,IMPC_IMM_034_001
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
analysis_id,85yu04tiy07vjco
mouse_strain,C57BL
parameter_name,CD8 CD44-CD62L+ T cells
gene_symbol,Arpc5l
pvalue,0.251462
