parameter_id,IMPC_GEL_011_001
parameter_name,Embryo turning
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.1460089
analysis_id,68tyx02dt3wo6e1
