parameter_name,Whole arena resting time
parameter_id,JAXLA_OFD_007_001
pvalue,0.4175648
gene_accession_id,MGI:88461
gene_symbol,Col6a3
analysis_id,305xq0j2ebaa377
mouse_life_stage,Early adult
mouse_strain,C57BL
