gene_symbol,Mapkap1
parameter_id,IMPC_EYE_007_001
analysis_id,l9w02nz4mpik03k
parameter_name,Cornea
pvalue,0.6627031
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
mouse_strain,C57BL
