parameter_id,M-G-P_005_001_001
parameter_name,Weight
mouse_strain,C57BL
analysis_id,pa5g01x15a944o1
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
mouse_life_stage,Early adult
pvalue,0.5723247
