gene_symbol,AU040320
pvalue,0.5009533
parameter_name,Eosinophil percentage
parameter_id,MGP_PBI_020_001
gene_accession_id,MGI:2140475
mouse_strain,C57BL
analysis_id,83qn260t70f7y7f
mouse_life_stage,Late adult
