gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,JAX_OFD_017_001
pvalue,0.9621008
parameter_name,Center average speed
analysis_id,884ht2w9eztgo09
