gene_symbol,Hpca
mouse_strain,C57BL
analysis_id,fp91ue3j96ov70n
gene_accession_id,MGI:1336200
parameter_name,Transitional 1 B cells - % of CD45+
parameter_id,MGP_IMM_110_001
mouse_life_stage,Early adult
pvalue,0.4907031
