gene_symbol,Npbwr1
pvalue,0.6289889
gene_accession_id,MGI:891989
parameter_name,Total bilirubin
mouse_life_stage,Early adult
analysis_id,x39502twv4d02yc
parameter_id,IMPC_CBC_008_001
mouse_strain,C57BL
