parameter_name,Whole arena average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:88446
pvalue,0.2171635
mouse_strain,C56BL
parameter_id,ESLIM_007_001_005
gene_symbol,Col11a1
analysis_id,b45t5oj3402233l
