parameter_id,HMGULA_CBC_009_001
gene_symbol,Ssr2
parameter_name,Calcium
mouse_life_stage,Early adult
mouse_strain,C50BL
analysis_id,2w5343a92dkf342
gene_accession_id,MGI:1913506
pvalue,0.6713414
