gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_id,IMPC_XRY_033_001
pvalue,0.9347239
analysis_id,5iw7h0br50971ts
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Tibia length
