parameter_id,IMPC_CBC_015_001
pvalue,0.3595384
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Ddx27
analysis_id,355yh400ki71264
parameter_name,Total cholesterol
gene_accession_id,MGI:2385884
