parameter_name,Red blood cell count
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.2972381
analysis_id,ldz85h80z14dinu
mouse_life_stage,Middle aged adult
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:2446186
