parameter_id,IMPC_GEL_006_001
parameter_name,Pericardium Morphology
mouse_life_stage,Early adult
pvalue,0.4524774
gene_accession_id,MGI:88479
mouse_strain,C57BL
analysis_id,46szon3310c9btc
gene_symbol,Cpa3
