pvalue,0.4130266
mouse_life_stage,Early adult
gene_symbol,Opn3
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_accession_id,MGI:1338022
analysis_id,b99mr40bggb012v
mouse_strain,C57BL
parameter_id,MGP_BMI_014_001
