gene_symbol,Plcb1
parameter_name,Follicular B cells - % of CD45+
parameter_id,MGP_IMM_112_001
analysis_id,u73t0986451ib41
gene_accession_id,MGI:97613
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.9142437
