gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_strain,129SV
parameter_id,IMPC_CSD_047_001
analysis_id,5v535b5u8ld12hk
mouse_life_stage,Early adult
pvalue,0.3565633
parameter_name,Hindlimb digit - size
