mouse_life_stage,Middle aged adult
parameter_name,Alanine aminotransferase
parameter_id,IMPC_CBC_013_001
pvalue,0.3910653
gene_accession_id,MGI:2140475
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,1n035so6z385a1d
