parameter_id,JAX_LDT_002_001
parameter_name,Light side time spent
pvalue,0.152608
gene_symbol,Slc30a4
analysis_id,p8305j6sr5v8bsv
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
mouse_strain,C57BL
