gene_symbol,Zfp683
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_PBI_035_001
pvalue,0.9477787
analysis_id,6euz27a7u12n35e
parameter_name,IgD+ mature B cell number
gene_accession_id,MGI:3650254
