parameter_id,JAXLA_CSD_077_001
gene_symbol,Ints7
parameter_name,Contact righting
pvalue,0.3679258
gene_accession_id,MGI:1924315
analysis_id,ftha91cncjqqs63
mouse_strain,C57BL
mouse_life_stage,E9.5
