parameter_id,HMGULA_CBC_017_001
pvalue,0.06508674
parameter_name,Triglycerides
mouse_life_stage,Early adult
gene_symbol,Wars2
mouse_strain,C57BL
analysis_id,y3aj974f8m11384
gene_accession_id,MGI:1917810
