parameter_id,IMPC_XRY_018_001
pvalue,0.2775683
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
analysis_id,1r87071dt9v415n
parameter_name,Shape of vertebrae
gene_symbol,Sfpq
