gene_symbol,Tnfsf8
parameter_name,Red blood cell count
gene_accession_id,MGI:88328
parameter_id,IMPC_HEM_002_001
mouse_life_stage,Early adult
pvalue,0.656355
analysis_id,6y48t179g86p9m5
mouse_strain,C57BL
