gene_symbol,Bpifa3
mouse_strain,C57BL
pvalue,0.8235123
mouse_life_stage,Early adult
parameter_name,Spleen weight
gene_accession_id,MGI:1920638
parameter_id,UCD_OWT_003_001
analysis_id,hi98z3n6c1xxw46
