gene_symbol,Bach2
pvalue,0.3246062
parameter_name,Urea (Blood Urea Nitrogen - BUN)
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_004_001
analysis_id,169b4m174j9602f
mouse_strain,C57BL
