gene_symbol,Tnfsf10
analysis_id,1pz6sa3nrkf52lp
parameter_id,M-G-P_020_001_001
parameter_name,Body Weight
pvalue,0.2733773
gene_accession_id,MGI:107414
mouse_life_stage,Early adult
mouse_strain,C58BL
