gene_symbol,Zyg11b
analysis_id,7n92o968z8oq489
parameter_id,IMPC_IMM_046_001
mouse_strain,C51BL
gene_accession_id,MGI:2685277
parameter_name,DN CD44+CD62L- NKT cells
mouse_life_stage,E18.5
pvalue,0.8831615
