parameter_id,MGP_CSD_008_001
mouse_life_stage,Early adult
pvalue,0.2489496
gene_accession_id,MGI:1914561
analysis_id,5f0z85743wqabx7
parameter_name,Startle response
gene_symbol,Nanp
mouse_strain,C57BL
