parameter_id,HMGULA_CBC_016_001
analysis_id,8n014xf425c7b81
gene_symbol,Zyg11b
parameter_name,HDL-cholesterol
pvalue,0.6888315
mouse_strain,C57BL
gene_accession_id,MGI:2685277
mouse_life_stage,Early adult
