gene_symbol,Nucks1
pvalue,0.7484487
gene_accession_id,MGI:1934811
parameter_id,IMPC_GEL_063_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,5ahlw92156f2o6i
parameter_name,Delayed embryonic development
