pvalue,0.2324164
gene_accession_id,MGI:2653612
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_strain,C57BL
analysis_id,7ce705t847755f3
gene_symbol,Amigo1
parameter_id,MGP_IMM_079_001
mouse_life_stage,Early adult
