parameter_id,IMPC_CSD_016_001
analysis_id,9sg92a927yj1rdx
pvalue,0.4309976
gene_symbol,Ola1
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:1914309
parameter_name,Coat - hair texture / appearance - abdomen
