parameter_id,IMPC_CBC_014_001
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
analysis_id,1d63t2q0b8z3068
mouse_strain,C57BL
pvalue,0.6193616
parameter_name,Alkaline phosphatase
