parameter_id,IMPC_CBC_013_001
gene_symbol,Snap23
mouse_life_stage,Early adult
parameter_name,Alanine aminotransferase
mouse_strain,C57BL
pvalue,0.1965366
analysis_id,9v60202y10xwhv3
gene_accession_id,MGI:109356
