parameter_name,Fat/Body weight
gene_accession_id,MGI:1914561
mouse_strain,C57BL
analysis_id,d41k744q2efmvku
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_009_001
pvalue,0.3181228
gene_symbol,Nanp
