parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
pvalue,1.133669
parameter_name,30kHz-evoked ABR Threshold
gene_symbol,Tbl1xr1
mouse_strain,C57BL
analysis_id,50rae5q4gpd5pfg
