pvalue,0.6367703
analysis_id,dhada4lm4j9gy81
parameter_id,MGP_IMM_011_001
gene_symbol,Dnajc8
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
gene_accession_id,MGI:1915848
