parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
pvalue,0.5796687
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Rgs20
analysis_id,gx9vgy2zej0662b
gene_accession_id,MGI:1929866
