mouse_life_stage,Late adult
parameter_id,IMPC_IMM_055_001
gene_symbol,Snap23
pvalue,0.2237216
mouse_strain,C57BL
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:109356
analysis_id,u9acc784q38o1n5
