gene_symbol,Frmpd1
parameter_id,IMPC_XRY_059_001
mouse_life_stage,Early adult
parameter_name,Shape of ribcage
pvalue,0.9878023
mouse_strain,C57BL
analysis_id,6eyzs041r26l900
gene_accession_id,MGI:2446274
