gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
parameter_id,MGP_PBI_027_001
pvalue,0.8547716
mouse_strain,C57BL
analysis_id,x8ooj8bd9hyh9jw
parameter_name,NK cell number
