gene_symbol,Mapkap1
pvalue,0.8837391
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
parameter_name,Resting Treg cells - % of CD45+
analysis_id,20001s7p6p61h7v
parameter_id,MGP_IMM_078_001
mouse_strain,C57BL
