pvalue,0.258981
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_life_stage,Early adult
gene_accession_id,MGI:1346344
mouse_strain,B6J
gene_symbol,Nr0b2
parameter_id,MGP_PBI_010_001
analysis_id,41259z4yn31m2gm
