parameter_id,MGP_MLN_093_001
mouse_life_stage,E12.5
analysis_id,6146890j7y66350
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_strain,C57BL
pvalue,0.3767767
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
