gene_symbol,Sass6
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
pvalue,1.385324
parameter_id,MGP_IMM_027_001
analysis_id,1a3e8jhk988y22z
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
