gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
pvalue,0.8738051
parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
analysis_id,w5ab55uevnq69y8
mouse_strain,C57BL
