gene_symbol,Etfdh
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,4q772f65l9j6u12
pvalue,0.07892174
gene_accession_id,MGI:106100
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
