parameter_name,Periphery resting time
gene_symbol,Sfpq
gene_accession_id,MGI:1918764
pvalue,0.1268294
parameter_id,ESLIM_007_001_007
mouse_strain,C57BL
analysis_id,rzukt8745ea259s
mouse_life_stage,Early adult
