parameter_name,Lean mass
pvalue,0.3560224
gene_accession_id,MGI:1346344
gene_symbol,Nr0b2
analysis_id,ccu2887fn0ttuh1
mouse_strain,B6J
parameter_id,IMPC_DXA_003_001
mouse_life_stage,Early adult
