mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
parameter_name,Liver weight
parameter_id,UCD_OWT_008_001
pvalue,0.6551386
mouse_strain,C57BL
gene_symbol,Frmpd1
analysis_id,5b74u8x304iziph
