mouse_life_stage,Middle aged adult
gene_symbol,Lpgat1
parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,05521a5bp575c7f
pvalue,0.4723379
mouse_strain,C57BL
gene_accession_id,MGI:2446186
