mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,y96641w443alje5
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.2595691
gene_symbol,Orc2
gene_accession_id,MGI:1328306
parameter_id,MGP_IMM_101_001
