gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.1245021
parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
analysis_id,ib4v3f5e9q19j2y
mouse_life_stage,Early adult
