gene_symbol,Ola1
pvalue,0.9196763
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,v49616fev2zkd98
gene_accession_id,MGI:1914309
parameter_name,Large Unstained Cell (LUC) count
parameter_id,IMPC_HEM_039_001
