parameter_id,IMPC_CBC_006_001
gene_symbol,Ints7
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
pvalue,0.4450595
mouse_strain,C57BL
analysis_id,l62wv4x041n4qls
parameter_name,Total protein
