mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Eprs1
parameter_name,Forelimb grip strength normalised against body weight
pvalue,0.166935
gene_accession_id,MGI:97838
analysis_id,0d4f169a8yt8bgj
parameter_id,JAXLA_GRS_010_001
