mouse_life_stage,Early adult
parameter_name,Average duration
pvalue,0.093492
gene_symbol,Bach2
gene_accession_id,MGI:894679
analysis_id,39k812680d0j3v4
mouse_strain,C57BL
parameter_id,JAX_ROT_002_001
