parameter_id,IMPC_ECH_005_001
pvalue,0.1423121
analysis_id,5218gd3k4f3v972
gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_name,Fractional Shortening
mouse_strain,C57BL
mouse_life_stage,E9.5
